CHARTER,SNAME,DNAME,CNAME,API12B,ST_RANK,PCT_AA,PCT_AI,PCT_AS,PCT_FI,PCT_HI,PCT_PI,PCT_WH,PCT_MR,MEALS,P_GATE,P_MIGED,P_EL,P_RFEP,P_DI,ACS_K3,ACS_46,ACS_CORE,PCT_RESP,NOT_HSG,HSG,SOME_COL,COL_GRAD,GRAD_SCH,AVG_ED
,Springer Elementary,Los Altos Elementary,Santa Clara,960,10,1,0,26,0,9,0,50,14,3,12,0,5,8,13,23,25,N/A,98,1,2,3,22,71,4.61
,Stone Ranch Elementary,Poway Unified,San Diego,960,10,1,0,31,5,5,0,52,6,5,11,0,20,7,5,26,35,N/A,95,0,1,4,33,61,4.54
,Terman Middle,Palo Alto Unified,Santa Clara,960,10,2,0,38,1,11,0,39,7,11,6,0,6,13,11,N/A,25,24,98,2,3,6,17,72,4.52
,Palm Crest Elementary,La Canada Unified,Los Angeles,960,10,0,1,22,1,12,0,56,7,2,13,0,8,6,13,17,31,N/A,99,1,1,6,32,60,4.49
,Ridgecrest Intermediate,Palos Verdes Peninsula Unified,Los Angeles,960,10,3,0,48,2,6,0,39,2,2,9,0,9,6,8,N/A,32,29,95,1,2,6,35,56,4.44
,Adaline E. Kent Middle,Kentfield Elementary,Marin,960,10,1,0,5,0,7,0,73,11,0,0,0,1,5,8,N/A,23,22,99,0,3,5,39,53,4.41
,,Rancho Santa Fe Elementary,San Diego,960,B,1,1,5,0,10,0,82,0,0,0,0,4,3,11,17,19,14,95,1,2,7,35,55,4.39
,Highland Oaks Elementary,Arcadia Unified,Los Angeles,960,10,2,0,57,3,13,0,25,0,11,2,0,12,13,9,23,29,N/A,96,3,3,7,31,56,4.34
,Woodland Hills Elementary,Los Angeles Unified,Los Angeles,960,10,7,1,9,2,10,0,70,0,8,39,0,2,2,8,14,8,N/A,58,1,4,22,65,8,3.76
,Santiago Hills Elementary,Irvine Unified,Orange,960,10,3,0,50,2,7,0,35,3,6,28,0,11,9,11,26,31,N/A,0,0,0,0,0,0,
,Palo Verde Elementary,Palo Alto Unified,Santa Clara,959,10,1,0,38,2,9,1,46,1,7,1,0,12,8,7,24,22,N/A,100,0,4,5,16,75,4.63
,Oak Knoll Elementary,Menlo Park City Elementary,San Mateo,959,10,2,0,7,0,9,1,74,7,3,2,0,8,0,6,20,25,N/A,99,0,3,3,21,72,4.61
,Paradise Canyon Elementary,La Canada Unified,Los Angeles,959,10,1,0,26,1,11,0,55,6,1,10,0,6,7,10,20,30,N/A,99,0,1,5,31,63,4.56
,Dingeman Elementary,San Diego Unified,San Diego,959,10,2,0,37,5,7,0,39,10,5,58,0,18,10,5,24,31,N/A,98,0,2,5,31,63,4.54
,Blossom Hill Elementary,Los Gatos Union Elementary,Santa Clara,959,10,1,2,15,0,7,1,67,7,3,14,0,2,9,4,24,28,N/A,97,0,0,5,36,58,4.52
,El Carmelo Elementary,Palo Alto Unified,Santa Clara,959,10,2,0,34,2,14,0,40,8,11,2,0,13,10,8,22,24,N/A,99,3,5,4,18,71,4.49
,Manhattan Beach Middle,Manhattan Beach Unified,Los Angeles,959,10,2,0,8,0,11,0,66,12,2,11,0,1,2,9,N/A,29,30,99,0,1,7,36,56,4.47
,Mountain View Elementary,Goleta Union Elementary,Santa Barbara,959,10,0,0,10,1,14,0,71,3,7,42,0,9,6,11,18,22,N/A,98,3,4,9,27,58,4.33
,Oak Hills Elementary,Oak Park Unified,Ventura,959,10,1,1,17,0,6,0,73,2,4,3,0,3,2,16,24,32,N/A,94,0,3,9,40,47,4.3
D,Rocklin Academy,Rocklin Unified,Placer,959,10,1,0,17,3,7,0,62,10,4,11,0,3,4,7,24,29,N/A,99,0,2,9,48,41,4.28
,Del Sur Elementary,Poway Unified,San Diego,959,10,4,1,18,4,12,1,54,5,16,7,0,14,1,9,25,29,N/A,88,1,5,8,38,48,4.28
,Alta Vista Elementary,Union Elementary,Santa Clara,959,10,1,0,17,1,8,0,70,3,7,10,0,6,5,11,24,28,N/A,97,1,1,12,42,44,4.27
,Rosemont Middle,Glendale Unified,Los Angeles,959,10,1,0,27,3,13,0,55,1,16,34,0,10,24,9,N/A,N/A,29,87,2,18,14,41,26,3.72
,Gardner Bullis Elementary,Los Altos Elementary,Santa Clara,958,10,0,0,24,0,5,0,61,9,0,10,0,4,5,11,22,22,N/A,100,0,0,1,24,74,4.72
,Ashley Falls Elementary,Del Mar Union Elementary,San Diego,958,10,0,0,26,2,5,0,65,2,3,0,0,3,6,16,19,26,N/A,100,0,1,5,29,66,4.59
,Saratoga Elementary,Saratoga Union Elementary,Santa Clara,958,10,0,0,28,0,5,0,58,8,2,100,0,8,7,13,21,29,N/A,100,0,1,4,31,63,4.56
,Carmel Creek Elementary,Solana Beach Elementary,San Diego,958,10,1,0,36,1,6,0,54,1,5,16,0,14,10,13,19,19,N/A,97,0,1,6,30,63,4.54
,Mill Valley Middle,Mill Valley Elementary,Marin,958,10,1,0,8,1,7,0,77,6,5,7,0,2,2,9,N/A,24,26,98,0,2,4,32,62,4.53
,Warner Avenue Elementary,Los Angeles Unified,Los Angeles,958,10,2,1,13,0,5,0,78,0,5,15,0,4,2,10,13,7,N/A,88,0,2,8,28,61,4.49
,South Hillsborough,Hillsborough City Elementary,San Mateo,958,10,0,0,12,2,4,0,81,1,0,5,0,4,5,22,16,24,N/A,99,0,2,10,29,59,4.44
Y,Marshall Lane Elementary,Campbell Union,Santa Clara,958,10,3,1,25,3,10,0,58,1,8,20,0,10,9,5,22,29,N/A,99,1,2,11,47,39,4.23
,Rancho Elementary,Novato Unified,Marin,958,10,1,0,10,0,6,0,79,4,8,2,0,2,5,9,19,27,N/A,100,0,3,13,44,40,4.21
,Overland Avenue Elementary,Los Angeles Unified,Los Angeles,958,10,7,0,20,3,10,0,59,0,13,20,0,1,3,8,12,6,N/A,19,2,2,13,52,31,4.09
,Vista Elementary,Simi Valley Unified,Ventura,958,10,2,0,24,3,18,0,48,4,11,17,0,5,11,8,24,31,N/A,97,2,13,20,38,27,3.74
,West Valley Elementary,Cupertino Union,Santa Clara,957,10,2,0,53,2,3,0,38,2,2,0,0,4,15,10,23,31,N/A,95,0,0,3,27,69,4.65
,Monta Vista High,Fremont Union High,Santa Clara,957,10,0,0,79,1,2,0,17,2,3,12,0,4,17,4,N/A,N/A,30,100,1,2,5,19,74,4.63
,Joaquin Moraga Intermediate,Moraga Elementary,Contra Costa,957,10,1,0,17,2,6,0,63,11,2,0,0,0,1,9,N/A,28,25,96,0,1,4,34,60,4.53
,Sandra J. Gallardo Elementary,Folsom-Cordova Unified,Sacramento,957,10,1,0,25,1,6,1,62,4,1,14,0,5,10,9,30,34,N/A,93,0,1,9,38,51,4.39
D,Rocklin Academy at Meyers Street,Rocklin Unified,Placer,957,10,0,0,24,2,7,0,54,14,7,13,0,4,6,10,24,30,N/A,100,0,0,14,33,52,4.38
,Francis Hopkinson Elementary,Los Alamitos Unified,Orange,957,10,3,0,11,3,15,0,65,3,4,10,0,1,3,7,24,35,N/A,99,0,2,15,37,46,4.25
,Clover Avenue Elementary,Los Angeles Unified,Los Angeles,957,10,8,1,42,3,15,1,30,0,20,20,0,13,13,7,18,17,N/A,97,2,3,16,27,52,4.24
,Independent Elementary,Castro Valley Unified,Alameda,957,10,7,0,32,5,14,0,28,13,7,9,0,10,7,5,23,29,N/A,99,1,4,13,41,40,4.16
,Rossmoor Elementary,Los Alamitos Unified,Orange,957,10,2,0,9,1,23,0,58,8,8,14,0,1,4,6,24,35,N/A,99,0,4,20,38,39,4.1
,Nelda Mundy Elementary,Fairfield-Suisun Unified,Solano,957,10,9,1,8,19,15,1,34,13,14,13,0,5,7,7,28,33,N/A,97,2,12,24,49,13,3.59
,Lincoln Elementary,Oakland Unified,Alameda,957,10,3,0,87,2,3,0,2,2,83,45,0,44,44,6,24,30,N/A,46,19,37,18,17,8,2.59
,Lakeside Middle,Irvine Unified,Orange,957,10,3,0,35,2,12,0,45,2,14,20,0,12,14,10,N/A,N/A,31,0,0,0,0,0,0,
,Lucille M. Nixon Elementary,Palo Alto Unified,Santa Clara,956,10,2,0,33,1,10,1,50,1,7,1,0,16,3,8,24,23,N/A,100,2,3,3,11,81,4.65
,Palos Verdes Intermediate,Palos Verdes Peninsula Unified,Los Angeles,956,10,2,0,20,2,6,0,64,5,1,14,0,4,2,10,N/A,31,31,96,0,0,5,39,56,4.49
,Santa Rita Elementary,Los Altos Elementary,Santa Clara,956,10,1,0,34,2,13,1,38,9,10,10,0,16,13,12,21,25,N/A,96,3,4,4,21,69,4.49
,Sycamore Valley Elementary,San Ramon Valley Unified,Contra Costa,956,10,1,0,12,0,7,0,68,11,1,4,0,2,1,6,25,30,N/A,98,0,1,5,50,44,4.37
,Marengo Elementary,South Pasadena Unified,Los Angeles,956,10,2,0,36,3,22,0,34,2,16,8,0,9,8,8,20,35,N/A,99,1,3,11,32,54,4.35
,Montecito Union,Montecito Union Elementary,Santa Barbara,956,10,0,0,5,1,10,1,83,0,2,0,0,4,3,9,15,18,N/A,99,2,2,8,37,51,4.33
,Brewer Island Elementary,San Mateo-Foster City,San Mateo,956,10,0,0,60,4,6,1,20,9,4,9,0,16,10,6,26,28,N/A,98,0,3,16,35,46,4.24
,Ladera Ranch Middle,Capistrano Unified,Orange,956,10,2,0,7,2,15,0,68,6,10,19,0,1,5,7,N/A,29,29,69,1,2,15,43,39,4.19
,South Lake Middle,Irvine Unified,Orange,956,10,6,0,32,3,15,1,41,3,22,17,0,11,14,9,N/A,N/A,30,1,0,17,17,0,67,4.17
,Kensington Elementary,West Contra Costa Unified,Contra Costa,956,10,8,0,16,0,6,0,69,0,8,16,0,6,6,9,22,32,N/A,94,0,6,16,44,33,4.04
,Lowell High,San Francisco Unified,San Francisco,956,10,2,0,60,6,9,0,15,2,40,63,0,2,37,3,N/A,N/A,30,86,10,23,13,32,22,3.34
Y,Western Center Academy,Hemet Unified,Riverside,956,10,3,1,2,1,24,0,66,3,20,17,0,1,2,4,N/A,32,32,100,5,25,37,21,11,3.08
D,Oakland Charter High,Oakland Unified,Alameda,956,10,5,0,29,0,63,1,2,0,84,1,1,17,10,1,N/A,N/A,5,70,44,35,15,6,0,1.83
,,San Marino Unified,Los Angeles,955,B,1,0,55,1,8,0,30,5,0,0,0,4,10,9,25,30,26,89,0,2,6,37,54,4.43
,Cherry Chase Elementary,Sunnyvale,Santa Clara,955,10,1,0,53,2,7,0,30,5,7,0,0,20,17,3,22,31,N/A,98,1,3,6,33,57,4.42
,Franklin Elementary,Burlingame Elementary,San Mateo,955,10,0,0,35,4,8,2,42,10,7,0,0,26,8,5,23,30,N/A,98,0,3,7,41,49,4.37
Y,Arundel Elementary,San Carlos Elementary,San Mateo,955,10,0,0,12,4,17,0,67,0,5,0,0,12,1,6,22,26,N/A,100,1,2,8,42,48,4.34
,Rancho Romero Elementary,San Ramon Valley Unified,Contra Costa,955,10,0,0,5,0,6,1,81,6,0,7,0,2,0,7,25,30,N/A,98,1,1,8,47,44,4.33
,R. Roger Rowe Middle,Rancho Santa Fe Elementary,San Diego,955,10,1,0,6,0,12,0,81,0,0,0,0,4,4,12,N/A,N/A,14,89,2,3,8,38,49,4.29
,Riverview Elementary,Clovis Unified,Fresno,955,10,2,0,14,3,23,0,53,5,15,3,0,4,5,4,24,33,N/A,99,0,4,18,42,36,4.1
,Orchard Hills,Tustin Unified,Orange,955,10,3,0,39,3,14,0,37,3,16,27,0,5,16,5,N/A,32,32,97,2,4,14,40,40,4.1
Y,Quail Lake Environmental Charter,Sanger Unified,Fresno,955,10,1,0,9,2,27,0,58,2,23,8,0,4,4,2,24,31,26,100,2,6,29,62,1,3.53
,Stonegate Elementary,Irvine Unified,Orange,955,10,2,0,57,5,8,0,26,3,8,10,0,24,6,8,29,33,N/A,0,0,0,0,0,0,
,Venado Middle,Irvine Unified,Orange,955,10,3,0,42,4,14,1,32,4,16,29,0,6,14,7,N/A,N/A,31,0,0,0,0,0,0,
,Almond Elementary,Los Altos Elementary,Santa Clara,954,10,0,0,29,1,12,0,49,9,10,11,0,12,10,10,22,28,N/A,99,4,4,3,20,69,4.47
,Las Lomitas Elementary,Las Lomitas Elementary,San Mateo,954,10,2,0,17,1,11,0,69,0,2,0,0,8,0,17,2,N/A,N/A,98,2,3,4,35,56,4.4
,Solana Santa Fe Elementary,Solana Beach Elementary,San Diego,954,10,0,0,7,0,13,0,78,0,6,9,0,5,4,14,19,22,N/A,99,1,5,5,40,51,4.35
,Brookside Elementary,Oak Park Unified,Ventura,954,10,2,0,12,0,5,0,77,3,5,3,0,2,11,11,24,33,N/A,92,0,2,11,52,35,4.21
,Leonard G. Westhoff Elementary,Walnut Valley Unified,Los Angeles,954,10,1,0,71,7,16,0,5,0,8,22,0,10,14,7,23,31,N/A,95,0,3,11,51,34,4.15
,First Avenue Middle,Arcadia Unified,Los Angeles,954,10,1,0,71,3,12,0,13,0,20,6,0,7,20,7,N/A,31,29,96,3,6,12,44,35,4
,Day Creek Intermediate,Etiwanda Elementary,San Bernardino,954,10,8,0,13,4,35,0,35,3,18,25,0,2,6,10,N/A,33,29,97,2,10,30,38,21,3.65
,Yu (Alice Fong) Elementary,San Francisco Unified,San Francisco,954,10,3,0,65,2,4,1,7,4,29,15,0,14,20,3,22,30,29,74,3,24,12,36,24,3.53
,Alderwood Elementary,Irvine Unified,Orange,954,10,1,0,55,2,6,0,31,4,6,16,0,18,8,8,31,31,N/A,0,0,0,0,0,0,
,Park Village Elementary,Poway Unified,San Diego,953,10,1,0,37,7,6,0,47,2,5,12,0,17,9,9,24,32,N/A,95,0,1,6,34,59,4.52
,Crocker Highlands Elementary,Oakland Unified,Alameda,953,10,19,1,8,1,6,0,53,10,6,64,0,1,2,9,25,31,N/A,64,1,1,7,33,59,4.48
,Creekside Elementary,Poway Unified,San Diego,953,10,2,0,33,5,6,0,52,2,3,15,0,15,6,12,27,33,N/A,89,0,1,5,40,54,4.46
,Deer Canyon Elementary,Poway Unified,San Diego,953,10,1,0,40,10,7,1,39,4,8,13,0,20,9,9,25,33,N/A,92,0,2,6,36,56,4.46
,,Kentfield Elementary,Marin,953,B,1,0,4,1,9,0,72,12,0,0,0,2,5,8,20,23,22,98,0,3,5,36,56,4.44
,Carolyn A. Clark Elementary,Evergreen Elementary,Santa Clara,953,10,1,0,78,7,6,1,7,1,7,10,0,13,24,8,24,31,N/A,100,1,4,11,34,50,4.26
,Parkmont Elementary,Fremont Unified,Alameda,953,10,2,0,65,3,9,0,15,4,14,12,0,12,24,4,28,30,N/A,95,3,7,9,34,47,4.16
,Quail Summit Elementary,Walnut Valley Unified,Los Angeles,953,10,3,0,61,3,16,2,15,0,11,18,0,7,16,7,25,28,N/A,96,1,3,15,45,36,4.13
,Nohl Canyon Elementary,Orange Unified,Orange,953,10,1,0,21,2,13,0,58,3,6,15,0,5,3,4,30,31,N/A,99,1,4,17,41,37,4.09
,Evergreen Elementary,Evergreen Elementary,Santa Clara,953,10,1,0,73,6,12,0,8,1,9,8,0,13,18,7,24,29,N/A,100,1,10,11,35,43,4.08
,,Latrobe,El Dorado,953,B,0,0,1,0,9,0,83,7,4,29,0,0,0,12,19,19,N/A,100,0,1,24,50,25,3.99
,Richard Henry Dana Middle,Arcadia Unified,Los Angeles,953,10,2,0,70,2,14,0,12,0,16,9,0,6,19,8,N/A,31,27,96,3,8,16,39,35,3.95
,Richard Henry Lee Elementary,Los Alamitos Unified,Orange,953,10,3,0,9,2,31,0,50,4,18,10,0,4,9,8,24,35,N/A,100,2,9,27,28,34,3.81
,Plaza Vista,Irvine Unified,Orange,953,10,1,0,58,5,8,1,21,6,6,18,0,15,17,5,30,35,30,0,0,0,0,0,0,
,Fairmeadow Elementary,Palo Alto Unified,Santa Clara,952,10,3,0,40,1,8,0,41,5,6,0,0,14,11,9,26,23,N/A,99,0,2,3,23,72,4.64
,Torrey Hills,Del Mar Union Elementary,San Diego,952,10,1,0,35,1,10,0,48,5,4,0,0,14,8,12,19,24,N/A,100,0,1,5,33,61,4.52
,,La Canada Unified,Los Angeles,952,B,1,0,26,1,10,0,56,6,1,17,0,5,7,10,19,31,30,99,0,2,6,33,58,4.48
,Arroyo Elementary,Tustin Unified,Orange,952,10,1,0,8,0,11,0,75,3,2,12,0,2,0,8,25,35,N/A,99,0,1,10,40,49,4.36
,Phoebe Apperson Hearst Elementary,Pleasanton Unified,Alameda,952,10,3,0,44,3,7,0,44,0,9,9,0,6,11,7,25,33,N/A,96,1,5,9,35,51,4.3
,Greenbrook Elementary,San Ramon Valley Unified,Contra Costa,952,10,0,0,10,1,7,0,78,2,2,4,0,3,1,7,25,30,N/A,94,0,2,8,48,42,4.29
,Kings Mountain Elementary,Cabrillo Unified,San Mateo,952,10,0,0,8,2,13,0,64,11,2,4,0,4,8,2,26,N/A,N/A,96,0,2,14,47,37,4.2
,Castlebay Lane Elementary,Los Angeles Unified,Los Angeles,952,10,4,0,37,5,12,0,43,0,12,27,0,5,7,11,16,14,N/A,95,0,5,10,52,33,4.12
,Mountain Avenue Elementary,Glendale Unified,Los Angeles,952,10,1,1,29,2,7,0,58,3,4,18,0,13,9,8,24,33,N/A,91,0,6,14,43,37,4.11
,Beryl Heights Elementary,Redondo Beach Unified,Los Angeles,952,10,5,2,10,2,15,1,62,2,13,15,0,7,1,9,25,34,N/A,100,2,4,23,41,30,3.93
,Eastshore Elementary,Irvine Unified,Orange,952,10,2,1,39,3,12,0,40,3,14,23,0,15,9,6,28,33,N/A,0,0,0,0,0,0,
,Valentine Elementary,San Marino Unified,Los Angeles,951,10,1,0,44,0,10,0,35,10,0,0,0,9,5,11,24,28,N/A,97,0,1,4,33,62,4.57
,Mission San Jose High,Fremont Unified,Alameda,951,10,1,0,85,2,2,0,10,1,4,48,0,4,28,4,N/A,N/A,32,99,1,3,3,26,67,4.55
,Montemalaga Elementary,Palos Verdes Peninsula Unified,Los Angeles,951,10,2,0,32,1,5,0,51,7,2,4,0,10,3,11,24,28,N/A,98,0,1,5,35,59,4.53
,Sycamore Canyon,Conejo Valley Unified,Ventura,951,10,2,0,20,1,4,0,71,1,1,20,0,2,6,6,21,30,27,57,0,1,7,37,55,4.45
,Meadows Avenue Elementary,Manhattan Beach Unified,Los Angeles,951,10,0,0,11,1,11,0,62,14,3,5,0,3,1,15,23,30,N/A,98,1,2,8,33,56,4.42
,Chinese Immersion School at DeAvila,San Francisco Unified,San Francisco,951,10,1,0,48,1,1,1,25,11,16,0,0,13,0,1,21,N/A,N/A,80,0,2,8,39,52,4.41
,Chabot Elementary,Oakland Unified,Alameda,951,10,20,0,8,1,8,0,52,10,14,45,0,2,1,7,23,28,N/A,58,2,3,8,28,59,4.4
,Tassajara Hills Elementary,San Ramon Valley Unified,Contra Costa,951,10,2,0,16,2,8,0,64,9,1,4,0,6,2,8,24,30,N/A,89,0,2,6,45,47,4.38
,John Baldwin Elementary,San Ramon Valley Unified,Contra Costa,951,10,1,0,5,2,5,0,86,1,1,3,0,2,0,7,25,30,N/A,99,0,1,7,46,46,4.36
,,Montecito Union Elementary,Santa Barbara,951,B,0,0,4,1,10,1,83,0,2,0,0,4,3,12,15,18,N/A,98,2,2,9,37,50,4.31
,Peralta Elementary,Oakland Unified,Alameda,951,10,17,0,3,1,16,0,40,9,39,41,0,7,2,2,27,31,N/A,59,0,7,9,32,52,4.3
,Olympus Junior High,Eureka Union,Placer,951,10,1,0,10,2,13,0,69,4,10,5,0,1,2,4,N/A,N/A,29,98,1,5,16,46,33,4.05
,Maude B. Davis Elementary,Newport-Mesa Unified,Orange,951,10,2,0,12,3,15,1,66,0,25,4,0,6,5,9,24,33,N/A,95,2,3,17,51,26,3.97
,Monte Vista Elementary,Glendale Unified,Los Angeles,951,10,0,0,36,3,9,0,50,2,8,19,0,7,22,9,22,34,N/A,88,1,12,9,53,26,3.9
,Tamura (Hisamatsu) Elementary,Fountain Valley Elementary,Orange,951,10,1,0,45,3,12,0,36,2,22,1,0,19,10,4,29,31,N/A,92,2,7,24,46,21,3.77
,Grapeland Elementary,Etiwanda Elementary,San Bernardino,951,10,12,0,13,8,37,0,24,7,23,11,0,13,2,10,26,31,N/A,90,2,9,32,31,26,3.71
,Havens Elementary,Piedmont City Unified,Alameda,950,10,2,0,15,1,3,0,75,6,0,3,0,3,4,9,20,25,N/A,98,0,1,1,24,74,4.71
,Corte Madera,Portola Valley Elementary,San Mateo,950,10,1,0,4,0,9,0,83,2,0,9,0,6,2,14,N/A,17,20,99,1,1,7,29,61,4.5
,El Camino Creek Elementary,Encinitas Union Elementary,San Diego,950,10,0,0,6,1,6,0,84,3,1,2,0,1,2,12,23,30,N/A,100,0,0,5,38,56,4.5
,Carmel Del Mar Elementary,Del Mar Union Elementary,San Diego,950,10,1,0,24,1,9,0,63,1,5,0,0,11,11,16,21,26,N/A,100,1,2,6,35,56,4.44
,Oakhills Elementary,Eureka Union,Placer,950,10,3,0,10,1,6,0,77,0,5,0,0,5,0,9,22,N/A,N/A,99,0,2,7,40,50,4.39
,Brookside Upper,Ross Valley Elementary,Marin,950,10,1,0,3,1,4,0,87,1,5,12,0,2,2,13,13,2,N/A,98,1,3,9,39,48,4.31
,Mission Estancia Elementary,Encinitas Union Elementary,San Diego,950,10,1,0,6,2,12,0,75,4,5,2,0,3,3,10,23,30,N/A,99,1,1,7,48,43,4.3
,Myford Elementary,Tustin Unified,Orange,950,10,1,0,45,3,9,1,32,9,10,13,0,10,13,5,27,32,N/A,97,0,3,9,43,45,4.3
,Naples Elementary,Long Beach Unified,Los Angeles,950,10,6,0,8,0,8,0,65,1,12,0,0,2,1,10,27,29,N/A,89,1,3,9,43,44,4.28
,Webster Elementary,Santa Monica-Malibu Unified,Los Angeles,950,10,2,0,3,0,10,1,78,6,9,8,0,4,1,8,25,30,N/A,80,1,2,13,43,41,4.22
,Clarendon Alternative Elementary,San Francisco Unified,San Francisco,950,10,4,1,35,3,8,0,31,9,16,34,0,12,9,9,22,30,N/A,86,1,5,9,47,39,4.19
,Olinda Elementary,Brea-Olinda Unified,Orange,950,10,2,0,34,5,23,0,36,1,15,15,0,15,12,8,27,30,N/A,99,1,5,16,44,34,4.04
,Ivanhoe Elementary,Los Angeles Unified,Los Angeles,950,10,4,2,16,2,18,0,58,0,14,26,0,5,5,7,14,9,N/A,96,2,4,15,47,32,4.03
,Encino Elementary,Los Angeles Unified,Los Angeles,950,10,11,1,7,3,26,0,52,0,30,24,0,8,9,9,16,14,N/A,95,4,7,19,44,26,3.82
,Alamos Elementary,Temecula Valley Unified,Riverside,950,10,6,0,7,10,34,1,31,10,20,0,0,10,8,7,21,29,N/A,100,2,11,39,36,12,3.45
,Pinecrest Elementary,Twain Harte-Long Barn Union El,Tuolumne,950,10,0,0,0,0,4,0,96,0,30,4,0,0,0,4,5,5,N/A,96,0,23,32,27,18,3.41
Y,Morris E. Dailey Charter Elementary,Fresno Unified,Fresno,950,10,7,0,7,0,58,2,24,0,65,2,1,8,6,3,23,22,N/A,90,5,22,38,19,16,3.18
,Ormondale Elementary,Portola Valley Elementary,San Mateo,949,10,1,1,6,0,10,1,73,7,0,0,0,3,2,12,20,N/A,N/A,99,0,4,5,28,63,4.51
,,Portola Valley Elementary,San Mateo,949,B,1,0,5,0,9,1,80,4,0,6,0,5,2,14,20,17,20,99,0,2,7,29,62,4.5
,Newport Coast Elementary,Newport-Mesa Unified,Orange,949,10,1,1,13,0,3,0,80,1,4,9,0,2,1,9,22,28,N/A,98,0,1,6,36,57,4.48
,Montevideo Elementary,San Ramon Valley Unified,Contra Costa,949,10,2,0,30,2,11,1,47,8,5,3,0,15,6,5,26,29,N/A,98,0,3,8,46,43,4.29
,,Cold Spring Elementary,Santa Barbara,949,B,0,0,9,0,3,0,88,0,0,11,0,2,1,10,15,14,N/A,95,0,0,10,55,35,4.25
,Gant Elementary,Long Beach Unified,Los Angeles,949,10,5,0,9,3,21,1,59,1,17,11,0,4,1,10,27,31,N/A,86,1,2,17,36,44,4.19
,Thurston Middle,Laguna Beach Unified,Orange,949,10,2,0,2,0,7,1,86,2,9,15,0,2,3,8,N/A,29,28,96,2,4,12,43,39,4.12
,Sequoia Elementary,Mt. Diablo Unified,Contra Costa,949,10,3,1,18,6,12,0,56,3,10,10,0,8,7,5,31,34,N/A,75,1,2,16,50,31,4.09
,Pioneer Middle,Tustin Unified,Orange,949,10,2,0,39,3,14,0,38,2,9,26,0,6,14,4,N/A,32,34,98,2,9,14,41,34,3.97
,Grazide Elementary,Hacienda la Puente Unified,Los Angeles,949,10,2,0,55,2,30,0,8,2,25,13,0,11,7,5,20,35,N/A,95,1,8,14,49,28,3.95
,Carmenita Middle,ABC Unified,Los Angeles,949,10,10,0,47,11,21,1,7,3,28,25,1,6,20,8,N/A,N/A,29,92,3,6,17,47,26,3.87
,Suisun Valley Elementary,Fairfield-Suisun Unified,Solano,949,10,3,3,5,3,32,0,42,11,34,12,0,11,12,11,25,33,31,95,10,24,21,29,15,3.14
,Hillview Middle,Menlo Park City Elementary,San Mateo,948,10,2,0,6,0,12,1,67,11,6,9,0,4,5,8,N/A,24,23,99,2,3,7,24,64,4.44
,Soleado Elementary,Palos Verdes Peninsula Unified,Los Angeles,948,10,5,0,44,3,6,0,34,8,3,3,0,24,3,11,25,24,N/A,97,1,2,6,38,53,4.41
,Gale Ranch Middle,San Ramon Valley Unified,Contra Costa,948,10,4,0,52,6,7,0,25,7,2,12,0,3,15,6,N/A,29,29,96,0,2,9,38,50,4.36
,Mesa Verde Middle,Poway Unified,San Diego,948,10,2,0,28,8,9,1,48,4,8,22,0,4,14,8,N/A,32,34,91,1,3,11,38,47,4.28
,Willow Elementary,Las Virgenes Unified,Los Angeles,948,10,1,0,9,1,5,0,84,1,4,0,0,8,2,18,22,25,N/A,97,0,4,11,42,44,4.25
,James Dougherty Elementary,Dublin Unified,Alameda,948,10,4,0,48,12,7,0,25,3,6,14,0,9,11,5,24,28,N/A,99,0,6,9,44,41,4.18
,Santa Rosa Technology Magnet,Pleasant Valley,Ventura,948,10,2,1,11,4,16,0,65,0,8,18,0,2,4,5,23,33,30,97,1,4,17,39,40,4.13
,Russell Ranch Elementary,Folsom-Cordova Unified,Sacramento,948,10,2,0,26,3,7,0,60,2,6,18,0,3,10,8,28,33,N/A,100,0,6,13,44,37,4.11
,Country Lane Elementary,Moreland Elementary,Santa Clara,948,10,1,0,36,3,15,0,34,10,15,6,0,20,12,13,22,26,N/A,99,3,7,12,34,45,4.11
,Suzanne Middle,Walnut Valley Unified,Los Angeles,948,10,1,0,61,7,20,0,10,0,12,34,0,5,15,8,N/A,29,31,96,1,6,17,45,31,3.99
,Sharon Christa McAuliffe Middle,Los Alamitos Unified,Orange,948,10,3,1,14,3,19,0,56,5,12,31,0,1,9,7,N/A,33,32,97,1,6,22,37,35,3.98
,Acacia Elementary,Fullerton Elementary,Orange,948,10,1,1,18,2,26,0,44,5,21,11,0,12,8,4,29,34,N/A,89,1,8,32,37,22,3.7
,Meadow Park,Irvine Unified,Orange,948,10,2,0,34,2,6,0,51,4,15,12,0,13,11,13,28,28,N/A,0,0,0,0,0,0,
,David Starr Jordan Middle,Palo Alto Unified,Santa Clara,947,10,4,1,25,1,9,1,55,4,9,6,0,2,10,11,N/A,24,23,99,1,3,4,21,71,4.57
,,Mill Valley Elementary,Marin,947,B,1,0,7,1,6,0,78,6,4,5,0,3,1,10,22,25,26,99,0,1,4,32,62,4.55
,Point Vicente Elementary,Palos Verdes Peninsula Unified,Los Angeles,947,10,4,0,35,1,10,0,37,13,5,3,0,12,2,11,21,27,N/A,95,0,0,11,36,53,4.41
