Trump	Clinton	Johnson	Other	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
42.0	38.0	8.0	8.0	4.0	cbs-times-26647	CBS/Times	2016-10-28	2016-11-01		Likely Voters - independent			Live Phone	Nonpartisan	None
44.0	44.0	4.0	4.0	4.0	ibd-tipp-26612	IBD/TIPP	2016-10-28	2016-11-01		Likely Voters	862	3.4	Live Phone	Nonpartisan	None
44.0	44.0		5.0	7.0	ibd-tipp-26612	IBD/TIPP	2016-10-28	2016-11-01		Likely Voters	862	3.4	Live Phone	Nonpartisan	None
48.0	49.0		3.0		upi-cvoter-26640	UPI/CVOTER	2016-10-26	2016-11-01		Likely Voters	1383		Internet	Nonpartisan	None
50.0	50.0				gravis-marketing-oann-26695	Gravis Marketing/OANN	2016-10-31	2016-10-31		Registered Voters	5360	1.3	IVR/Online	Sponsor	Rep
45.0	46.0	4.0	2.0	3.0	gravis-marketing-oann-26695	Gravis Marketing/OANN	2016-10-31	2016-10-31		Registered Voters	5360	1.3	IVR/Online	Sponsor	Rep
40.0	42.0	5.0	2.0	10.0	lucid-the-times-picayune-26602	Lucid/The Times-Picayune	2016-10-29	2016-10-31		Likely Voters	866		Internet	Nonpartisan	None
46.0	46.0	3.0	3.0	2.0	abc-post-26611	ABC/Post	2016-10-28	2016-10-31		Likely Voters	1182	3.0	Live Phone	Nonpartisan	None
47.0	48.0		2.0	2.0	abc-post-26611	ABC/Post	2016-10-28	2016-10-31		Likely Voters	1182	3.0	Live Phone	Nonpartisan	None
44.0	44.0	5.0	4.0	4.0	rasmussen-26593	Rasmussen	2016-10-27	2016-10-31	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
44.0	45.0	4.0	3.0	4.0	ibd-tipp-26591	IBD/TIPP	2016-10-26	2016-10-31		Likely Voters	1018	3.2	Live Phone	Nonpartisan	None
44.0	45.0		4.0	7.0	ibd-tipp-26591	IBD/TIPP	2016-10-26	2016-10-31		Likely Voters	1018	3.2	Live Phone	Nonpartisan	None
48.0	48.0		3.0		upi-cvoter-26639	UPI/CVOTER	2016-10-25	2016-10-31		Likely Voters	1340		Internet	Nonpartisan	None
43.0	46.0			11.0	politico-morning-consult-26556	Politico/Morning Consult	2016-10-29	2016-10-30		Likely Voters	1772	2.0	Internet	Nonpartisan	None
6.0	88.0			6.0	politico-morning-consult-26556	Politico/Morning Consult	2016-10-29	2016-10-30		Likely Voters - Democrat	661		Internet	Nonpartisan	None
86.0	8.0			6.0	politico-morning-consult-26556	Politico/Morning Consult	2016-10-29	2016-10-30		Likely Voters - Republican	601		Internet	Nonpartisan	None
39.0	38.0			23.0	politico-morning-consult-26556	Politico/Morning Consult	2016-10-29	2016-10-30		Likely Voters - independent	510		Internet	Nonpartisan	None
39.0	42.0	7.0	5.0	6.0	politico-morning-consult-26556	Politico/Morning Consult	2016-10-29	2016-10-30		Likely Voters	1772	2.0	Internet	Nonpartisan	None
5.0	81.0	4.0	5.0	4.0	politico-morning-consult-26556	Politico/Morning Consult	2016-10-29	2016-10-30		Likely Voters - Democrat	661		Internet	Nonpartisan	None
82.0	6.0	5.0	3.0	5.0	politico-morning-consult-26556	Politico/Morning Consult	2016-10-29	2016-10-30		Likely Voters - Republican	601		Internet	Nonpartisan	None
32.0	33.0	15.0	8.0	12.0	politico-morning-consult-26556	Politico/Morning Consult	2016-10-29	2016-10-30		Likely Voters - independent	510		Internet	Nonpartisan	None
41.0	42.0	5.0	2.0	10.0	lucid-the-times-picayune-26582	Lucid/The Times-Picayune	2016-10-28	2016-10-30		Likely Voters	857		Internet	Nonpartisan	None
47.0	52.0			1.0	politico-morning-consult-26662	Politico/Morning Consult	2016-10-27	2016-10-30		Likely Voters	1249	3.0	Live Phone	Nonpartisan	None
48.0	51.0			1.0	politico-morning-consult-26661	Politico/Morning Consult	2016-10-27	2016-10-30		Likely Voters	825	3.0	Internet	Nonpartisan	None
46.0	45.0	3.0	4.0	2.0	abc-post-26590	ABC/Post	2016-10-27	2016-10-30		Likely Voters	1167	3.0	Live Phone	Nonpartisan	None
47.0	48.0		2.0	2.0	abc-post-26590	ABC/Post	2016-10-27	2016-10-30		Likely Voters	1167	3.0	Live Phone	Nonpartisan	None
42.0	45.0	5.0	4.0	4.0	rasmussen-26563	Rasmussen	2016-10-26	2016-10-30	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
44.0	45.0	4.0	4.0	4.0	ibd-tipp-26557	IBD/TIPP	2016-10-25	2016-10-30		Likely Voters	993	3.0	Live Phone	Nonpartisan	None
43.0	45.0		4.0	7.0	ibd-tipp-26557	IBD/TIPP	2016-10-25	2016-10-30		Likely Voters	993	3.0	Live Phone	Nonpartisan	None
48.0	49.0		3.0		upi-cvoter-26598	UPI/CVOTER	2016-10-24	2016-10-30		Likely Voters	1299		Internet	Nonpartisan	None
44.0	51.0			5.0	nbc-surveymonkey-26584	NBC/SurveyMonkey	2016-10-24	2016-10-30	If the 2016 presidential election were being held today among the following candidates, for whom would you vote?	Likely Voters	40816	1.0	Internet	Nonpartisan	None
41.0	47.0	6.0	3.0	2.0	nbc-surveymonkey-26584	NBC/SurveyMonkey	2016-10-24	2016-10-30	If the 2016 presidential election were being held today among the following candidates for whom would you vote?	Likely Voters	40816	1.0	Internet	Nonpartisan	None
41.0	42.0	5.0	3.0	9.0	lucid-the-times-picayune-26581	Lucid/The Times-Picayune	2016-10-27	2016-10-29		Likely Voters	877		Internet	Nonpartisan	None
45.0	46.0	4.0	4.0	2.0	abc-post-26555	ABC/Post	2016-10-26	2016-10-29		Likely Voters	1695	3.0	Live Phone	Nonpartisan	None
47.0	49.0		2.0	2.0	abc-post-26555	ABC/Post	2016-10-26	2016-10-29		Likely Voters	1695	3.0	Live Phone	Nonpartisan	None
42.0	44.0	6.0	4.0	4.0	ibd-tipp-26550	IBD/TIPP	2016-10-24	2016-10-29		Likely Voters	1039	3.3	Live Phone	Nonpartisan	None
41.0	45.0		5.0	9.0	ibd-tipp-26550	IBD/TIPP	2016-10-24	2016-10-29		Likely Voters	1039	3.3	Live Phone	Nonpartisan	None
48.0	48.0		4.0		upi-cvoter-26571	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	1317		Internet	Nonpartisan	None
40.0	43.0	6.0	3.0	8.0	lucid-the-times-picayune-26580	Lucid/The Times-Picayune	2016-10-26	2016-10-28		Likely Voters	865		Internet	Nonpartisan	None
45.0	46.0	4.0	4.0	2.0	abc-post-26542	ABC/Post	2016-10-25	2016-10-28		Likely Voters	1160	3.0	Live Phone	Nonpartisan	None
46.0	49.0		3.0	2.0	abc-post-26542	ABC/Post	2016-10-25	2016-10-28		Likely Voters	1160	3.0	Live Phone	Nonpartisan	None
41.0	45.0	7.0	4.0	4.0	ibd-tipp-26540	IBD/TIPP	2016-10-23	2016-10-28		Likely Voters	1013	3.3	Live Phone	Nonpartisan	None
41.0	46.0		6.0	8.0	ibd-tipp-26540	IBD/TIPP	2016-10-23	2016-10-28		Likely Voters	1013	3.3	Live Phone	Nonpartisan	None
47.0	49.0		4.0		upi-cvoter-26570	UPI/CVOTER	2016-10-22	2016-10-28		Likely Voters	1324		Internet	Nonpartisan	None
40.0	43.0	6.0	3.0	8.0	lucid-the-times-picayune-26529	Lucid/The Times-Picayune	2016-10-25	2016-10-27		Likely Voters	875		Internet	Nonpartisan	None
45.0	45.0	3.0	4.0	2.0	rasmussen-26517	Rasmussen	2016-10-25	2016-10-27	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
45.0	47.0	4.0	4.0	2.0	abc-post-26538	ABC/Post	2016-10-24	2016-10-27		Likely Voters	1148	3.0	Live Phone	Nonpartisan	None
46.0	49.0		3.0	2.0	abc-post-26538	ABC/Post	2016-10-24	2016-10-27		Likely Voters	1148	3.0	Live Phone	Nonpartisan	None
41.0	44.0	7.0	4.0	4.0	ibd-tipp-26514	IBD/TIPP	2016-10-22	2016-10-27		Likely Voters	973	3.3	Live Phone	Nonpartisan	None
42.0	45.0		6.0	7.0	ibd-tipp-26514	IBD/TIPP	2016-10-22	2016-10-27		Likely Voters	973	3.3	Live Phone	Nonpartisan	None
47.0	49.0		4.0		upi-cvoter-26569	UPI/CVOTER	2016-10-21	2016-10-27		Likely Voters	1332		Internet	Nonpartisan	None
39.0	43.0	6.0	3.0	10.0	lucid-the-times-picayune-26501	Lucid/The Times-Picayune	2016-10-24	2016-10-26		Likely Voters	877		Internet	Nonpartisan	None
44.0	45.0	4.0	3.0	4.0	rasmussen-26493	Rasmussen	2016-10-24	2016-10-26	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
44.0	48.0	4.0	2.0	2.0	abc-post-26513	ABC/Post	2016-10-23	2016-10-26		Likely Voters	1109	3.0	Live Phone	Nonpartisan	None
45.0	50.0		2.0	3.0	abc-post-26513	ABC/Post	2016-10-23	2016-10-26		Likely Voters	1109	3.0	Live Phone	Nonpartisan	None
34.0	45.0	7.0	2.0	12.0	saint-leo-university-26530	Saint Leo University	2016-10-22	2016-10-26	If the November presidential election was held today between Hillary Clinton, Donald Trump, Gary Johnson and Jill Stein, which candidate would you support or which have you already supported in early voting?	Likely Voters	1050	3.0	Internet	Nonpartisan	None
32.0	43.0	6.0	7.0	13.0	saint-leo-university-26530	Saint Leo University	2016-10-22	2016-10-26	If the November presidential election was held today and Evan McMullin, the Independent Conservative from Utah was also on your ballot, which candidate would you support or which have you supported if you already voted in early voting?	Likely Voters	1050	3.0	Internet	Nonpartisan	None
41.0	46.0	4.0	3.0	7.0	yougov-economist-26504	YouGov/Economist	2016-10-22	2016-10-26	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Likely Voters	1209		Internet	Nonpartisan	None
4.0	91.0	1.0	1.0	3.0	yougov-economist-26504	YouGov/Economist	2016-10-22	2016-10-26	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Likely Voters - Democrat	501		Internet	Nonpartisan	None
82.0	7.0	3.0	2.0	6.0	yougov-economist-26504	YouGov/Economist	2016-10-22	2016-10-26	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Likely Voters - Republican	305		Internet	Nonpartisan	None
45.0	31.0	8.0	5.0	11.0	yougov-economist-26504	YouGov/Economist	2016-10-22	2016-10-26	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Likely Voters - independent	403		Internet	Nonpartisan	None
46.0	49.0		5.0		yougov-economist-26504	YouGov/Economist	2016-10-22	2016-10-26		Likely Voters	1209		Internet	Nonpartisan	None
6.0	93.0		1.0		yougov-economist-26504	YouGov/Economist	2016-10-22	2016-10-26		Likely Voters - Democrat	501		Internet	Nonpartisan	None
86.0	9.0		5.0		yougov-economist-26504	YouGov/Economist	2016-10-22	2016-10-26		Likely Voters - Republican	305		Internet	Nonpartisan	None
53.0	37.0		10.0		yougov-economist-26504	YouGov/Economist	2016-10-22	2016-10-26		Likely Voters - independent	403		Internet	Nonpartisan	None
41.0	43.0	8.0	5.0	4.0	ibd-tipp-26494	IBD/TIPP	2016-10-21	2016-10-26		Likely Voters	945	3.3	Live Phone	Nonpartisan	None
42.0	44.0		6.0	8.0	ibd-tipp-26494	IBD/TIPP	2016-10-21	2016-10-26		Likely Voters	945	3.3	Live Phone	Nonpartisan	None
47.0	49.0		4.0		upi-cvoter-26533	UPI/CVOTER	2016-10-20	2016-10-26		Likely Voters	1363		Internet	Nonpartisan	None
39.0	43.0	6.0	2.0	10.0	lucid-the-times-picayune-26482	Lucid/The Times-Picayune	2016-10-23	2016-10-25		Likely Voters	875		Internet	Nonpartisan	None
43.0	44.0	4.0	4.0	5.0	rasmussen-26440	Rasmussen	2016-10-23	2016-10-25	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
42.0	48.0	5.0	1.0	3.0	abc-post-26490	ABC/Post	2016-10-22	2016-10-25		Likely Voters	1135	3.0	Live Phone	Nonpartisan	None
44.0	51.0		3.0	2.0	abc-post-26490	ABC/Post	2016-10-22	2016-10-25		Likely Voters	1135	3.0	Live Phone	Nonpartisan	None
41.0	44.0	7.0	4.0	4.0	fox-26488	FOX	2016-10-22	2016-10-25		Likely Voters	1221	2.5	Live Phone	Nonpartisan	None
8.0	83.0	3.0	4.0	4.0	fox-26488	FOX	2016-10-22	2016-10-25		Likely Voters - Democrat		4.0	Live Phone	Nonpartisan	None
81.0	6.0	7.0	3.0	4.0	fox-26488	FOX	2016-10-22	2016-10-25		Likely Voters - Republican		4.5	Live Phone	Nonpartisan	None
41.0	28.0	14.0	9.0	7.0	fox-26488	FOX	2016-10-22	2016-10-25		Likely Voters - independent		6.5	Live Phone	Nonpartisan	None
44.0	49.0		1.0	7.0	fox-26488	FOX	2016-10-22	2016-10-25		Likely Voters	1221	2.5	Live Phone	Nonpartisan	None
8.0	88.0		0.0	3.0	fox-26488	FOX	2016-10-22	2016-10-25		Likely Voters - Democrat		4.0	Live Phone	Nonpartisan	None
85.0	8.0		0.0	7.0	fox-26488	FOX	2016-10-22	2016-10-25		Likely Voters - Republican		4.5	Live Phone	Nonpartisan	None
45.0	37.0		3.0	15.0	fox-26488	FOX	2016-10-22	2016-10-25		Likely Voters - independent		6.5	Live Phone	Nonpartisan	None
40.0	46.0	6.0	5.0	4.0	pew-26507	Pew	2016-10-20	2016-10-25		Registered Voters	2120		Live Phone	Nonpartisan	None
43.0	50.0		3.0	4.0	pew-26507	Pew	2016-10-20	2016-10-25		Registered Voters	2120		Live Phone	Nonpartisan	None
41.0	42.0	8.0	5.0	4.0	ibd-tipp-26437	IBD/TIPP	2016-10-20	2016-10-25		Likely Voters	921	3.3	Live Phone	Nonpartisan	None
41.0	43.0		7.0	9.0	ibd-tipp-26437	IBD/TIPP	2016-10-20	2016-10-25		Likely Voters	921	3.3	Live Phone	Nonpartisan	None
47.0	49.0		4.0		upi-cvoter-26532	UPI/CVOTER	2016-10-19	2016-10-25		Likely Voters	1349		Internet	Nonpartisan	None
38.0	44.0	6.0	2.0	10.0	lucid-the-times-picayune-26481	Lucid/The Times-Picayune	2016-10-22	2016-10-24		Likely Voters	850		Internet	Nonpartisan	None
34.0	43.0	7.0	6.0	10.0	cnbc-26497	CNBC	2016-10-21	2016-10-24		Likely Voters			Live Phone	Nonpartisan	None
37.0	47.0		9.0	7.0	cnbc-26497	CNBC	2016-10-21	2016-10-24		Likely Voters			Live Phone	Nonpartisan	None
40.0	49.0	5.0	4.0	2.0	abc-news-26436	ABC News	2016-10-21	2016-10-24		Likely Voters	1119	3.0	Live Phone	Nonpartisan	None
43.0	51.0		2.0	3.0	abc-news-26436	ABC News	2016-10-21	2016-10-24		Likely Voters	1119	3.0	Live Phone	Nonpartisan	None
38.0	50.0	5.0	2.0	3.0	gqr-d-democracy-corps-26432	GQR (D-Democracy Corps)	2016-10-21	2016-10-24	Thinking about the election for President in November, if the election for President were held today, would you be voting for -- Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, or Green Party candidate Jill Stein?	Likely Voters	900	3.27	Live Phone	Sponsor	Dem
41.0	53.0		1.0	5.0	gqr-d-democracy-corps-26432	GQR (D-Democracy Corps)	2016-10-21	2016-10-24		Likely Voters	900	3.27	Live Phone	Sponsor	Dem
37.0	51.0	6.0	2.0	4.0	ap-gfk-web-26484	AP-GfK (web)	2016-10-20	2016-10-24		Likely Voters	1212		Internet	Nonpartisan	None
41.0	54.0		1.0	4.0	ap-gfk-web-26484	AP-GfK (web)	2016-10-20	2016-10-24	If the 2016 presidential election were held today, for whom would you vote?	Likely Voters	1212		Internet	Nonpartisan	None
39.0	49.0			12.0	suffolk-usa-today-26449	Suffolk/USA Today	2016-10-20	2016-10-24	If the general election was held today and the candidates were Democrat Hillary Clinton or Republican Donald Trump, for whom will you vote or lean toward?	Likely Voters	1000	3.0	Live Phone	Nonpartisan	None
3.0	92.0			5.0	suffolk-usa-today-26449	Suffolk/USA Today	2016-10-20	2016-10-24	If the general election was held today and the candidates were Democrat Hillary Clinton or Republican Donald Trump, for whom will you vote or lean toward?	Likely Voters - Democrat	382		Live Phone	Nonpartisan	None
83.0	8.0			9.0	suffolk-usa-today-26449	Suffolk/USA Today	2016-10-20	2016-10-24	If the general election was held today and the candidates were Democrat Hillary Clinton or Republican Donald Trump, for whom will you vote or lean toward?	Likely Voters - Republican	322		Live Phone	Nonpartisan	None
38.0	39.0			23.0	suffolk-usa-today-26449	Suffolk/USA Today	2016-10-20	2016-10-24	If the general election was held today and the candidates were Democrat Hillary Clinton or Republican Donald Trump, for whom will you vote or lean toward?	Likely Voters - independent	280		Live Phone	Nonpartisan	None
38.0	47.0	4.0	2.0	9.0	suffolk-usa-today-26449	Suffolk/USA Today	2016-10-20	2016-10-24	Your state’s presidential ballot may include Libertarian Gary Johnson and Green Party candidate Jill Stein. If the general election was held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Green Party Jill Stein, or Libertarian Gary Johnson, for whom will you vote or lean toward?	Likely Voters	1000	3.0	Live Phone	Nonpartisan	None
4.0	89.0	2.0	2.0	4.0	suffolk-usa-today-26449	Suffolk/USA Today	2016-10-20	2016-10-24	Your state’s presidential ballot may include Libertarian Gary Johnson and Green Party candidate Jill Stein. If the general election was held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Green Party Jill Stein, or Libertarian Gary Johnson, for whom will you vote or lean toward?	Likely Voters - Democrat	382		Live Phone	Nonpartisan	None
80.0	8.0	3.0	2.0	7.0	suffolk-usa-today-26449	Suffolk/USA Today	2016-10-20	2016-10-24	Your state’s presidential ballot may include Libertarian Gary Johnson and Green Party candidate Jill Stein. If the general election was held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Green Party Jill Stein, or Libertarian Gary Johnson, for whom will you vote or lean toward?	Likely Voters - Republican	322		Live Phone	Nonpartisan	None
35.0	36.0	8.0	3.0	17.0	suffolk-usa-today-26449	Suffolk/USA Today	2016-10-20	2016-10-24	Your state’s presidential ballot may include Libertarian Gary Johnson and Green Party candidate Jill Stein. If the general election was held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Green Party Jill Stein, or Libertarian Gary Johnson, for whom will you vote or lean toward?	Likely Voters - independent	280		Live Phone	Nonpartisan	None
37.0	43.0		10.0	10.0	ipsos-reuters-26445	Ipsos/Reuters	2016-10-20	2016-10-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	1170	3.3	Internet	Nonpartisan	None
7.0	83.0		5.0	6.0	ipsos-reuters-26445	Ipsos/Reuters	2016-10-20	2016-10-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
74.0	6.0		10.0	9.0	ipsos-reuters-26445	Ipsos/Reuters	2016-10-20	2016-10-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
